CustomerNo ,AVGCREDIT,TOTALCREDIT,AVGDEBIT,TOTALDEBIT
56688,3.75,32038.182,0.0,-2017.6
56689,1564684.0,3824752.28,-351959.58,-2017.6
56690,318729.36,-130435.15,-1565221.82,-71009.182
56691,1564684.0,32038.182,0.0,-2017.6
56692,1564684.0,45.0,-5917.43,-71009.182
56693,0.33,45.0,-1565221.82,-1565221.82
56694,318729.36,32038.182,0.0,-71009.182
56695,0.33,3824752.28,0.0,-2017.6
56696,1564684.0,32038.182,-1565221.82,-4223515.01
56697,318729.36,4.0,-351959.58,-1565221.82
56698,318729.36,-130435.15,-1565221.82,-2017.6
56699,318729.36,45.0,-168.13,-71009.182
56700,3.75,32038.182,-5917.43,-71009.182
56701,1564684.0,3824752.28,-351959.58,-2017.6
56702,1564684.0,3824752.28,-351959.58,-2017.6
56703,2669.85,3824752.28,-1565221.82,-1565221.82
56704,318729.36,45.0,-168.13,-71009.182
56705,0.33,45.0,-1565221.82,-4223515.01
56706,3.75,32038.182,0.0,-71009.182
56707,1564684.0,3824752.28,-351959.58,-2017.6
56708,3.75,32038.182,0.0,-71009.182
56709,0.33,3824752.28,-5917.43,-71009.182
56710,0.33,45.0,-351959.58,-4223515.01
56711,1564684.0,32038.182,0.0,-2017.6
56712,1564684.0,3824752.28,-351959.58,-2017.6
56713,318729.36,4.0,-351959.58,-1565221.82
56714,1564684.0,45.0,-1565221.82,-1565221.82
56715,1564684.0,-130435.15,-1565221.82,-2017.6
56716,318729.36,-130435.15,-1565221.82,-2017.6
56717,1564684.0,32038.182,0.0,-71009.182
56718,2669.85,45.0,-351959.58,-4223515.01
56719,1564684.0,32038.182,-351959.58,-1565221.82
56720,0.33,3824752.28,0.0,-4223515.01
56721,1564684.0,3824752.28,-351959.58,-2017.6
56722,0.33,45.0,-1565221.82,-1565221.82
56723,3.75,4.0,0.0,-4223515.01
56724,318729.36,32038.182,0.0,-2017.6
56725,1564684.0,3824752.28,-351959.58,-2017.6
56726,3.75,32038.182,0.0,-2017.6
56727,318729.36,-130435.15,-1565221.82,-71009.182
56728,2669.85,3824752.28,0.0,-4223515.01
56729,3.75,45.0,-168.13,-1565221.82
56730,2669.85,32038.182,-1565221.82,-4223515.01
56731,318729.36,4.0,0.0,-4223515.01
56732,1564684.0,3824752.28,-351959.58,-2017.6
56733,3.75,32038.182,-5917.43,-2017.6
56734,1564684.0,3824752.28,-351959.58,-2017.6
56735,3.75,45.0,-168.13,-71009.182
56736,1564684.0,4.0,0.0,-4223515.01
56737,318729.36,4.0,-351959.58,-1565221.82
56738,318729.36,32038.182,0.0,-71009.182
56739,2669.85,45.0,-351959.58,-4223515.01
56740,318729.36,45.0,-351959.58,-4223515.01
56741,1564684.0,4.0,-5917.43,-1565221.82
56742,1564684.0,32038.182,-1565221.82,-71009.182
56743,318729.36,4.0,-168.13,0.0
56744,0.33,45.0,-1565221.82,-71009.182
56745,0.33,3824752.28,0.0,-71009.182
56746,318729.36,45.0,-168.13,-71009.182
56747,3.75,45.0,-168.13,-71009.182
56748,318729.36,-130435.15,-1565221.82,-71009.182
56749,1564684.0,32038.182,-1565221.82,-4223515.01
56750,3.75,32038.182,-5917.43,-1565221.82
56751,318729.36,4.0,0.0,-4223515.01
56752,318729.36,4.0,-351959.58,-1565221.82
56753,318729.36,4.0,-351959.58,-1565221.82
56754,2669.85,3824752.28,-5917.43,-71009.182
56755,318729.36,4.0,-351959.58,-1565221.82
56756,318729.36,-130435.15,-1565221.82,-2017.6
56757,1564684.0,3824752.28,-351959.58,-2017.6
56758,318729.36,32038.182,-1565221.82,-4223515.01
56759,3.75,32038.182,-1565221.82,-4223515.01
56760,318729.36,-130435.15,-1565221.82,-2017.6
56761,3.75,32038.182,0.0,-71009.182
56762,1564684.0,3824752.28,-351959.58,-2017.6
56763,2669.85,45.0,-351959.58,-4223515.01
56764,1564684.0,3824752.28,-351959.58,-2017.6
56765,0.33,32038.182,-5917.43,-71009.182
56766,318729.36,4.0,-351959.58,-71009.182
56767,1564684.0,3824752.28,-351959.58,-2017.6
56768,318729.36,32038.182,-5917.43,-1565221.82
56769,0.33,3824752.28,0.0,-71009.182
56770,318729.36,4.0,-351959.58,-1565221.82
56771,2669.85,45.0,-351959.58,-4223515.01
56772,0.33,45.0,0.0,-4223515.01
56773,2669.85,3824752.28,-1565221.82,0.0
56774,318729.36,4.0,-351959.58,-71009.182
56775,318729.36,32038.182,0.0,-2017.6
56776,318729.36,32038.182,0.0,-71009.182
56777,318729.36,-130435.15,-1565221.82,-2017.6
56778,0.33,3824752.28,0.0,-71009.182
56779,0.33,3824752.28,0.0,-2017.6
56780,318729.36,4.0,-168.13,-71009.182
56781,318729.36,4.0,-351959.58,-1565221.82
56782,0.33,32038.182,-5917.43,-71009.182
56783,318729.36,32038.182,-1565221.82,-4223515.01
56784,1564684.0,32038.182,-351959.58,-4223515.01
56785,1564684.0,3824752.28,-351959.58,-2017.6
56786,1564684.0,3824752.28,-351959.58,-2017.6
56787,318729.36,32038.182,0.0,-2017.6
56788,0.33,4.0,-168.13,-2017.6
56789,318729.36,4.0,-351959.58,-1565221.82
56790,318729.36,-130435.15,-1565221.82,-2017.6
56791,318729.36,45.0,-168.13,-71009.182
56792,2669.85,45.0,-168.13,-71009.182
56793,1564684.0,45.0,-5917.43,-71009.182
56794,3.75,32038.182,-5917.43,-2017.6
56795,2669.85,4.0,-351959.58,-1565221.82
56796,1564684.0,32038.182,0.0,-2017.6
56797,318729.36,32038.182,0.0,-71009.182
56798,2669.85,45.0,-351959.58,-4223515.01
56799,2669.85,45.0,-351959.58,-4223515.01
56800,0.33,45.0,-1565221.82,-1565221.82
56801,3.75,32038.182,0.0,-2017.6
56802,3.75,45.0,-168.13,0.0
56803,3.75,45.0,-168.13,-71009.182
56804,318729.36,32038.182,-1565221.82,-4223515.01
56805,318729.36,4.0,-168.13,-2017.6
56806,0.33,45.0,-1565221.82,-1565221.82
56807,0.33,45.0,-1565221.82,-1565221.82
56808,1564684.0,45.0,-5917.43,-71009.182
56809,0.33,-130435.15,-168.13,-4223515.01
56810,318729.36,45.0,-351959.58,-4223515.01
56811,318729.36,3824752.28,-351959.58,-2017.6
56812,1564684.0,32038.182,-1565221.82,-4223515.01
56813,1564684.0,4.0,0.0,-4223515.01
56814,318729.36,4.0,-351959.58,-1565221.82
56815,1564684.0,45.0,-5917.43,-71009.182
56816,1564684.0,32038.182,-351959.58,-1565221.82
56817,2669.85,32038.182,-1565221.82,-4223515.01
56818,3.75,32038.182,-5917.43,-71009.182
56819,0.33,3824752.28,0.0,-4223515.01
56820,1564684.0,45.0,-5917.43,-71009.182
56821,1564684.0,3824752.28,-351959.58,-2017.6
56822,0.33,3824752.28,0.0,0.0
56823,318729.36,-130435.15,0.0,-1565221.82
56824,3.75,3824752.28,-1565221.82,0.0
56825,1564684.0,3824752.28,-168.13,0.0
56826,3.75,3824752.28,-351959.58,-2017.6
56827,2669.85,3824752.28,-5917.43,-71009.182
56828,1564684.0,32038.182,0.0,-2017.6
56829,0.33,3824752.28,0.0,-4223515.01
56830,318729.36,45.0,0.0,-4223515.01
56831,1564684.0,45.0,-1565221.82,-1565221.82
56832,3.75,32038.182,0.0,-2017.6
56833,2669.85,3824752.28,-5917.43,-4223515.01
56834,1564684.0,32038.182,0.0,-71009.182
56835,1564684.0,3824752.28,-351959.58,-2017.6
56836,1564684.0,32038.182,0.0,-71009.182
56837,1564684.0,32038.182,-1565221.82,-4223515.01
56838,1564684.0,3824752.28,-168.13,-2017.6
56839,318729.36,32038.182,-1565221.82,-4223515.01
56840,1564684.0,32038.182,0.0,-2017.6
56841,2669.85,3824752.28,-5917.43,-4223515.01
56842,1564684.0,45.0,-5917.43,-71009.182
56843,2669.85,3824752.28,-1565221.82,0.0
56844,1564684.0,45.0,-5917.43,-71009.182
56845,0.33,3824752.28,0.0,-71009.182
56846,0.33,32038.182,-5917.43,-1565221.82
56847,318729.36,32038.182,0.0,-71009.182
56848,318729.36,32038.182,0.0,-2017.6
56849,3.75,32038.182,-1565221.82,-4223515.01
56850,318729.36,32038.182,0.0,-71009.182
56851,318729.36,32038.182,0.0,-71009.182
56852,1564684.0,32038.182,-5917.43,-1565221.82
56853,2669.85,45.0,-1565221.82,-1565221.82
56854,318729.36,4.0,-168.13,-71009.182
56855,1564684.0,-130435.15,-1565221.82,-2017.6
56856,2669.85,45.0,-168.13,-71009.182
56857,3.75,32038.182,-1565221.82,-4223515.01
56858,1564684.0,3824752.28,-1565221.82,0.0
56859,0.33,45.0,-1565221.82,-1565221.82
56860,1564684.0,45.0,-5917.43,-71009.182
56861,318729.36,45.0,0.0,-4223515.01
56862,2669.85,45.0,-351959.58,-4223515.01
56863,1564684.0,45.0,-5917.43,-71009.182
56864,318729.36,3824752.28,-351959.58,-2017.6
56865,0.33,4.0,0.0,-4223515.01
56866,1564684.0,32038.182,0.0,-71009.182
56867,318729.36,4.0,-168.13,0.0
56868,3.75,32038.182,-5917.43,-2017.6
56869,318729.36,-130435.15,-1565221.82,-71009.182
56870,318729.36,32038.182,0.0,-71009.182
56871,1564684.0,3824752.28,-351959.58,-2017.6
56872,1564684.0,32038.182,-1565221.82,-4223515.01
56873,3.75,4.0,0.0,-4223515.01
56874,1564684.0,3824752.28,-168.13,-2017.6
56875,3.75,45.0,-168.13,-71009.182
56876,318729.36,32038.182,0.0,-2017.6
56877,3.75,45.0,-168.13,-71009.182
56878,2669.85,3824752.28,0.0,-4223515.01
56879,2669.85,32038.182,-168.13,-2017.6
56880,1564684.0,3824752.28,-351959.58,-2017.6
56881,1564684.0,3824752.28,-351959.58,-2017.6
56882,0.33,45.0,-1565221.82,-71009.182
56883,0.33,3824752.28,0.0,0.0
56884,1564684.0,3824752.28,-168.13,-2017.6
56885,1564684.0,32038.182,-351959.58,-4223515.01
56886,3.75,32038.182,-1565221.82,-4223515.01
56887,0.33,-130435.15,-168.13,-4223515.01
56888,2669.85,3824752.28,-1565221.82,0.0
56889,1564684.0,3824752.28,-351959.58,-2017.6
56890,0.33,45.0,-1565221.82,-71009.182
56891,318729.36,32038.182,0.0,-2017.6
56892,3.75,32038.182,-1565221.82,-4223515.01
56893,0.33,45.0,-1565221.82,-1565221.82
56894,3.75,32038.182,-5917.43,-2017.6
56895,0.33,3824752.28,0.0,-2017.6
56896,318729.36,-130435.15,-1565221.82,-2017.6
56897,318729.36,-130435.15,-1565221.82,-71009.182
56898,3.75,32038.182,0.0,-2017.6
56899,318729.36,3824752.28,-351959.58,-2017.6
56900,1564684.0,3824752.28,-351959.58,-2017.6
56901,318729.36,32038.182,-1565221.82,-4223515.01
56902,1564684.0,3824752.28,-351959.58,-2017.6
56903,3.75,32038.182,0.0,-71009.182
56904,0.33,45.0,0.0,-4223515.01
56905,318729.36,4.0,-168.13,-2017.6
56906,2669.85,4.0,-1565221.82,-71009.182
56907,3.75,32038.182,-5917.43,-2017.6
56908,1564684.0,32038.182,-351959.58,-4223515.01
56909,318729.36,-130435.15,-1565221.82,-71009.182
56910,318729.36,4.0,-351959.58,-1565221.82
56911,1564684.0,3824752.28,-351959.58,-2017.6
56912,318729.36,4.0,-168.13,-71009.182
56913,3.75,45.0,-168.13,-71009.182
56914,0.33,3824752.28,0.0,-4223515.01
56915,0.33,-130435.15,-168.13,-4223515.01
56916,1564684.0,45.0,-5917.43,-71009.182
56917,0.33,45.0,-1565221.82,-1565221.82
56918,1564684.0,3824752.28,-351959.58,-2017.6
56919,318729.36,45.0,-351959.58,-4223515.01
56920,1564684.0,3824752.28,-168.13,0.0
56921,0.33,45.0,-1565221.82,-1565221.82
56922,0.33,32038.182,-5917.43,-1565221.82
56923,2669.85,45.0,-168.13,-71009.182
56924,3.75,45.0,-168.13,-71009.182
56925,1564684.0,4.0,-351959.58,-1565221.82
56926,1564684.0,45.0,-5917.43,-71009.182
56927,0.33,45.0,-1565221.82,-4223515.01
56928,318729.36,45.0,-168.13,-71009.182
56929,1564684.0,45.0,-5917.43,-71009.182
56930,1564684.0,3824752.28,-351959.58,-2017.6
56931,0.33,3824752.28,0.0,-71009.182
56932,1564684.0,45.0,-1565221.82,-1565221.82
56933,0.33,45.0,-1565221.82,-71009.182
56934,318729.36,32038.182,0.0,-71009.182
56935,2669.85,45.0,-351959.58,-4223515.01
56936,3.75,32038.182,-5917.43,-1565221.82
56937,0.33,32038.182,-5917.43,-71009.182
56938,2669.85,3824752.28,0.0,-4223515.01
56939,3.75,32038.182,-5917.43,-71009.182
56940,2669.85,45.0,-168.13,-1565221.82
56941,318729.36,4.0,-168.13,0.0
56942,0.33,45.0,0.0,-4223515.01
56943,0.33,3824752.28,-5917.43,-71009.182
56944,0.33,45.0,-1565221.82,-71009.182
56945,318729.36,-130435.15,-1565221.82,-2017.6
56946,1564684.0,3824752.28,-1565221.82,-1565221.82
56947,318729.36,4.0,-168.13,-2017.6
56948,1564684.0,3824752.28,-351959.58,-2017.6
56949,318729.36,-130435.15,-1565221.82,-71009.182
56950,1564684.0,45.0,-5917.43,-71009.182
56951,318729.36,45.0,-351959.58,-4223515.01
56952,318729.36,32038.182,-1565221.82,-4223515.01
56953,318729.36,4.0,0.0,-4223515.01
56954,318729.36,45.0,-351959.58,-4223515.01
56955,318729.36,-130435.15,-1565221.82,-71009.182
56956,318729.36,-130435.15,-1565221.82,-4223515.01
56957,1564684.0,3824752.28,-351959.58,-2017.6
56958,3.75,45.0,-168.13,-71009.182
56959,3.75,45.0,-168.13,-71009.182
56960,0.33,45.0,-1565221.82,-1565221.82
56961,0.33,4.0,-1565221.82,-71009.182
56962,1564684.0,3824752.28,-168.13,-2017.6
56963,1564684.0,3824752.28,-351959.58,-2017.6
56964,2669.85,45.0,-351959.58,-4223515.01
56965,1564684.0,4.0,0.0,-4223515.01
56966,1564684.0,45.0,-5917.43,-71009.182
56967,3.75,32038.182,-5917.43,-2017.6
56968,1564684.0,32038.182,-5917.43,-1565221.82
56969,3.75,32038.182,0.0,-71009.182
56970,1564684.0,3824752.28,-351959.58,-2017.6
56971,1564684.0,32038.182,-5917.43,-2017.6
56972,2669.85,3824752.28,-1565221.82,-1565221.82
56973,0.33,4.0,-5917.43,-71009.182
56974,1564684.0,32038.182,-1565221.82,-4223515.01
56975,0.33,45.0,0.0,-71009.182
56976,1564684.0,32038.182,-351959.58,-4223515.01
56977,3.75,32038.182,0.0,-2017.6
56978,318729.36,4.0,-168.13,-71009.182
56979,1564684.0,45.0,-5917.43,-71009.182
56980,1564684.0,3824752.28,-351959.58,-2017.6
56981,0.33,3824752.28,0.0,-2017.6
56982,2669.85,45.0,-1565221.82,-4223515.01
56983,318729.36,-130435.15,-1565221.82,-71009.182
56984,3.75,32038.182,0.0,-71009.182
56985,3.75,32038.182,0.0,-2017.6
56986,3.75,32038.182,-5917.43,-2017.6
56987,1564684.0,3824752.28,-351959.58,-2017.6
56988,0.33,45.0,-1565221.82,-1565221.82
56989,3.75,32038.182,-1565221.82,-4223515.01
56990,2669.85,45.0,-351959.58,-4223515.01
56991,2669.85,3824752.28,-5917.43,-4223515.01
56992,2669.85,45.0,-351959.58,-4223515.01
56993,318729.36,32038.182,0.0,-71009.182
56994,318729.36,32038.182,0.0,-71009.182
56995,3.75,32038.182,-5917.43,-2017.6
56996,318729.36,-130435.15,-1565221.82,-71009.182
56997,1564684.0,45.0,-1565221.82,-1565221.82
56998,1564684.0,3824752.28,-351959.58,-2017.6
56999,3.75,45.0,-168.13,-71009.182
57000,3.75,32038.182,-5917.43,-2017.6
57001,3.75,32038.182,0.0,-71009.182
57002,1564684.0,3824752.28,-351959.58,-2017.6
57003,2669.85,3824752.28,-1565221.82,0.0
57004,1564684.0,32038.182,-1565221.82,-4223515.01
57005,1564684.0,3824752.28,-351959.58,-2017.6
57006,3.75,32038.182,-5917.43,-2017.6
57007,1564684.0,3824752.28,-351959.58,-2017.6
57008,318729.36,4.0,-168.13,-1565221.82
57009,1564684.0,3824752.28,-168.13,-2017.6
57010,0.33,45.0,-1565221.82,-4223515.01
57011,318729.36,4.0,-351959.58,-71009.182
57012,318729.36,4.0,-168.13,-1565221.82
57013,1564684.0,3824752.28,-168.13,-2017.6
57014,318729.36,45.0,-168.13,-71009.182
57015,1564684.0,3824752.28,-351959.58,-2017.6
57016,1564684.0,32038.182,0.0,-71009.182
57017,0.33,4.0,-168.13,0.0
57018,1564684.0,45.0,-5917.43,-71009.182
57019,0.33,3824752.28,0.0,-4223515.01
57020,2669.85,3824752.28,-1565221.82,0.0
57021,1564684.0,3824752.28,-351959.58,-2017.6
57022,318729.36,4.0,-168.13,-4223515.01
57023,1564684.0,3824752.28,-351959.58,-2017.6
57024,1564684.0,3824752.28,-351959.58,-2017.6
57025,1564684.0,3824752.28,-351959.58,-2017.6
57026,318729.36,4.0,-351959.58,-1565221.82
57027,318729.36,32038.182,0.0,-2017.6
57028,1564684.0,3824752.28,-351959.58,-2017.6
57029,1564684.0,45.0,-5917.43,-71009.182
57030,3.75,45.0,-168.13,-71009.182
57031,1564684.0,32038.182,0.0,-71009.182
57032,318729.36,-130435.15,-1565221.82,-4223515.01
57033,318729.36,32038.182,0.0,-2017.6
57034,3.75,32038.182,-5917.43,-1565221.82
57035,1564684.0,32038.182,-1565221.82,-4223515.01
57036,318729.36,-130435.15,-1565221.82,-2017.6
57037,318729.36,45.0,-168.13,-71009.182
57038,2669.85,3824752.28,-5917.43,-71009.182
57039,318729.36,-130435.15,-1565221.82,-4223515.01
57040,1564684.0,3824752.28,-351959.58,-2017.6
57041,0.33,3824752.28,0.0,-71009.182
57042,0.33,3824752.28,0.0,-71009.182
57043,2669.85,45.0,-1565221.82,-1565221.82
57044,1564684.0,32038.182,0.0,-71009.182
57045,3.75,32038.182,0.0,-71009.182
57046,0.33,4.0,0.0,-4223515.01
57047,1564684.0,3824752.28,-351959.58,-2017.6
57048,318729.36,4.0,-351959.58,-71009.182
57049,1564684.0,3824752.28,-1565221.82,-1565221.82
57050,2669.85,3824752.28,-1565221.82,-1565221.82
57051,0.33,45.0,-1565221.82,-1565221.82
57052,318729.36,45.0,-168.13,-71009.182
57053,3.75,3824752.28,-1565221.82,0.0
57054,1564684.0,3824752.28,-351959.58,-2017.6
57055,318729.36,45.0,-168.13,-1565221.82
57056,3.75,45.0,-168.13,-71009.182
57057,2669.85,3824752.28,0.0,-4223515.01
57058,2669.85,3824752.28,-1565221.82,0.0
57059,318729.36,3824752.28,-1565221.82,0.0
57060,1564684.0,4.0,0.0,-4223515.01
57061,0.33,4.0,-5917.43,0.0
57062,1564684.0,3824752.28,-351959.58,-2017.6
57063,3.75,32038.182,-5917.43,-71009.182
57064,318729.36,-130435.15,-1565221.82,-71009.182
57065,318729.36,32038.182,-1565221.82,-4223515.01
57066,318729.36,45.0,-168.13,-71009.182
57067,0.33,4.0,0.0,-4223515.01
57068,3.75,32038.182,-5917.43,-71009.182
57069,1564684.0,3824752.28,-351959.58,-2017.6
57070,318729.36,4.0,-351959.58,-1565221.82
57071,0.33,45.0,0.0,-4223515.01
57072,1564684.0,3824752.28,-351959.58,-2017.6
57073,1564684.0,4.0,0.0,-4223515.01
57074,3.75,-130435.15,-168.13,-4223515.01
57075,1564684.0,45.0,-5917.43,-71009.182
57076,1564684.0,32038.182,-351959.58,-4223515.01
57077,2669.85,4.0,-1565221.82,-71009.182
57078,0.33,4.0,-1565221.82,-71009.182
57079,318729.36,4.0,-351959.58,-1565221.82
57080,3.75,32038.182,-1565221.82,-4223515.01
57081,1564684.0,3824752.28,-351959.58,-2017.6
57082,318729.36,32038.182,0.0,-71009.182
57083,0.33,45.0,-1565221.82,-1565221.82
57084,1564684.0,4.0,0.0,-4223515.01
57085,0.33,4.0,0.0,-4223515.01
57086,318729.36,45.0,-351959.58,-4223515.01
57087,2669.85,3824752.28,-5917.43,-4223515.01
57088,3.75,45.0,-168.13,-71009.182
57089,318729.36,-130435.15,-168.13,-4223515.01
57090,2669.85,45.0,-351959.58,-4223515.01
57091,1564684.0,32038.182,-1565221.82,-4223515.01
57092,1564684.0,3824752.28,-351959.58,-2017.6
57093,0.33,-130435.15,-168.13,-4223515.01
57094,0.33,4.0,-5917.43,-71009.182
57095,0.33,-130435.15,-1565221.82,0.0
57096,1564684.0,45.0,-5917.43,-71009.182
57097,2669.85,4.0,-1565221.82,0.0
57098,1564684.0,32038.182,-1565221.82,-4223515.01
57099,1564684.0,32038.182,0.0,-2017.6
57100,0.33,45.0,-1565221.82,-1565221.82
57101,1564684.0,45.0,-5917.43,-71009.182
57102,1564684.0,3824752.28,-351959.58,-2017.6
57103,2669.85,45.0,-168.13,-71009.182
57104,318729.36,45.0,-168.13,-71009.182
57105,1564684.0,32038.182,-1565221.82,-4223515.01
57106,318729.36,32038.182,0.0,-71009.182
57107,318729.36,32038.182,0.0,-71009.182
57108,1564684.0,32038.182,-1565221.82,-4223515.01
57109,2669.85,45.0,-351959.58,-4223515.01
57110,0.33,3824752.28,0.0,-4223515.01
57111,3.75,32038.182,0.0,-71009.182
57112,1564684.0,3824752.28,-351959.58,-2017.6
57113,3.75,4.0,0.0,-4223515.01
57114,318729.36,32038.182,0.0,-2017.6
57115,2669.85,45.0,-351959.58,-4223515.01
57116,1564684.0,45.0,-1565221.82,-71009.182
57117,3.75,32038.182,0.0,-2017.6
57118,0.33,3824752.28,0.0,-2017.6
57119,318729.36,32038.182,0.0,-71009.182
57120,3.75,32038.182,0.0,-71009.182
57121,2669.85,45.0,-351959.58,-4223515.01
57122,2669.85,4.0,-1565221.82,0.0
57123,3.75,32038.182,-5917.43,-4223515.01
57124,1564684.0,32038.182,-5917.43,-71009.182
57125,1564684.0,-130435.15,-1565221.82,0.0
57126,0.33,3824752.28,0.0,-2017.6
57127,2669.85,3824752.28,-1565221.82,0.0
57128,0.33,3824752.28,0.0,-71009.182
57129,0.33,4.0,0.0,-4223515.01
57130,3.75,3824752.28,-1565221.82,0.0
57131,2669.85,32038.182,-1565221.82,-4223515.01
57132,1564684.0,3824752.28,-351959.58,-2017.6
57133,1564684.0,3824752.28,-351959.58,-2017.6
57134,0.33,3824752.28,0.0,0.0
57135,318729.36,-130435.15,-1565221.82,0.0
57136,3.75,32038.182,0.0,-71009.182
57137,3.75,32038.182,-5917.43,-2017.6
57138,1564684.0,3824752.28,-1565221.82,0.0
57139,0.33,45.0,-1565221.82,-71009.182
57140,1564684.0,32038.182,-5917.43,-71009.182
57141,1564684.0,32038.182,-1565221.82,-4223515.01
57142,0.33,45.0,-1565221.82,-71009.182
57143,0.33,3824752.28,0.0,-2017.6
57144,1564684.0,32038.182,0.0,-71009.182
57145,2669.85,45.0,-351959.58,-4223515.01
57146,0.33,3824752.28,0.0,-4223515.01
57147,3.75,32038.182,0.0,-2017.6
57148,318729.36,-130435.15,-1565221.82,-71009.182
57149,318729.36,45.0,-351959.58,-4223515.01
57150,318729.36,4.0,-351959.58,-1565221.82
57151,1564684.0,32038.182,0.0,-71009.182
57152,318729.36,-130435.15,-1565221.82,-71009.182
57153,1564684.0,3824752.28,-351959.58,-2017.6
57154,318729.36,4.0,-351959.58,-1565221.82
57155,1564684.0,3824752.28,-351959.58,-2017.6
57156,318729.36,4.0,-351959.58,0.0
57157,0.33,45.0,-1565221.82,-71009.182
57158,3.75,32038.182,-5917.43,-71009.182
57159,1564684.0,3824752.28,-351959.58,-2017.6
57160,318729.36,45.0,-168.13,-1565221.82
57161,1564684.0,3824752.28,-351959.58,-2017.6
57162,3.75,32038.182,-1565221.82,-4223515.01
57163,318729.36,3824752.28,-351959.58,-2017.6
57164,1564684.0,4.0,0.0,-4223515.01
57165,318729.36,3824752.28,-5917.43,-71009.182
57166,2669.85,3824752.28,-1565221.82,0.0
57167,3.75,4.0,0.0,-4223515.01
57168,0.33,4.0,0.0,-4223515.01
57169,1564684.0,3824752.28,-351959.58,-2017.6
57170,0.33,4.0,0.0,-4223515.01
57171,1564684.0,3824752.28,-351959.58,-2017.6
57172,1564684.0,32038.182,-1565221.82,-4223515.01
57173,1564684.0,32038.182,-1565221.82,-4223515.01
57174,3.75,45.0,-168.13,-71009.182
57175,1564684.0,3824752.28,-351959.58,-2017.6
57176,0.33,3824752.28,0.0,-4223515.01
57177,3.75,3824752.28,-1565221.82,0.0
57178,318729.36,-130435.15,-5917.43,-2017.6
57179,318729.36,32038.182,0.0,-71009.182
57180,3.75,32038.182,-5917.43,-1565221.82
57181,3.75,32038.182,0.0,-71009.182
57182,1564684.0,32038.182,-351959.58,-4223515.01
57183,318729.36,32038.182,0.0,-71009.182
57184,2669.85,45.0,-351959.58,-4223515.01
57185,1564684.0,32038.182,-5917.43,-2017.6
57186,318729.36,-130435.15,-1565221.82,-4223515.01
57187,318729.36,-130435.15,-1565221.82,-4223515.01
57188,3.75,4.0,0.0,-4223515.01
57189,2669.85,45.0,-351959.58,-4223515.01
57190,3.75,45.0,-168.13,-71009.182
57191,3.75,32038.182,0.0,-2017.6
57192,318729.36,4.0,-351959.58,-1565221.82
57193,3.75,3824752.28,-351959.58,-2017.6
57194,1564684.0,32038.182,0.0,-71009.182
57195,318729.36,32038.182,-351959.58,-1565221.82
57196,3.75,45.0,-168.13,-71009.182
57197,1564684.0,32038.182,0.0,-2017.6
57198,3.75,4.0,0.0,-4223515.01
57199,1564684.0,3824752.28,-351959.58,-2017.6
57200,1564684.0,32038.182,-5917.43,-1565221.82
57201,0.33,3824752.28,0.0,-71009.182
57202,1564684.0,32038.182,-1565221.82,-4223515.01
57203,318729.36,4.0,0.0,-4223515.01
57204,0.33,45.0,-1565221.82,-1565221.82
57205,1564684.0,45.0,-1565221.82,-71009.182
57206,1564684.0,32038.182,0.0,-2017.6
57207,318729.36,45.0,-351959.58,-4223515.01
57208,0.33,45.0,-1565221.82,-4223515.01
57209,1564684.0,32038.182,0.0,-2017.6
57210,1564684.0,3824752.28,-351959.58,-2017.6
57211,3.75,32038.182,0.0,-71009.182
57212,3.75,32038.182,0.0,-2017.6
57213,3.75,45.0,-168.13,-1565221.82
57214,1564684.0,3824752.28,-351959.58,-2017.6
57215,2669.85,3824752.28,-5917.43,-71009.182
57216,3.75,45.0,-168.13,-71009.182
57217,0.33,32038.182,-5917.43,-71009.182
57218,0.33,45.0,-351959.58,-4223515.01
57219,0.33,45.0,-351959.58,-4223515.01
57220,1564684.0,3824752.28,-168.13,-2017.6
57221,318729.36,32038.182,0.0,-2017.6
57222,0.33,4.0,-5917.43,-1565221.82
57223,3.75,32038.182,-1565221.82,-4223515.01
57224,3.75,45.0,-168.13,-71009.182
57225,1564684.0,3824752.28,-351959.58,-2017.6
57226,318729.36,32038.182,0.0,-71009.182
57227,1564684.0,3824752.28,-351959.58,-2017.6
57228,318729.36,4.0,-168.13,-2017.6
57229,3.75,32038.182,0.0,-71009.182
57230,318729.36,32038.182,0.0,-71009.182
57231,3.75,4.0,0.0,-4223515.01
57232,318729.36,4.0,-168.13,-1565221.82
57233,2669.85,45.0,-168.13,-71009.182
57234,2669.85,45.0,-351959.58,-4223515.01
57235,318729.36,32038.182,-1565221.82,-4223515.01
57236,1564684.0,32038.182,0.0,-71009.182
57237,2669.85,3824752.28,-5917.43,-71009.182
57238,1564684.0,3824752.28,-351959.58,-2017.6
57239,318729.36,32038.182,0.0,-71009.182
57240,318729.36,-130435.15,-1565221.82,0.0
57241,318729.36,-130435.15,-1565221.82,-2017.6
57242,318729.36,32038.182,-1565221.82,-4223515.01
57243,3.75,32038.182,0.0,-2017.6
57244,2669.85,3824752.28,-5917.43,-4223515.01
57245,2669.85,45.0,-351959.58,-4223515.01
57246,1564684.0,45.0,-5917.43,-71009.182
57247,318729.36,4.0,-351959.58,-1565221.82
57248,0.33,45.0,-1565221.82,-4223515.01
57249,318729.36,32038.182,0.0,-2017.6
