"CUSTOMERNO","CATEGORY","INTERESTED","SUBCATEGORY"
2677340,AdvanceProduct,N,JewelLoan
6297267,AdvanceProduct,Y,JewelLoan
5211396,RecommendedProduct,Y,SB
4586297,AlternateIncomeProduct,Y,LifeInsurance
1089143,RecommendedProduct,N,HealthInsurance
1532840,DigitalOtherProduc,N,MobileBanking
5343147,AdvanceProduct,N,JewelLoan
5856070,RecommendedProduct,Y,MutualFund
5456925,AdvanceProduct,Y,TermLoan
5362528,RecommendedProduct,Y,FixedDeposit
3761469,DepositProduct,Y,SB
5652361,DepositProduct,N,FixedDeposit
3425539,DepositProduct,Y,FixedDeposit
3391358,DepositProduct,Y,FixedDeposit
6376594,RecommendedProduct,Y,HealthInsurance
5746083,AlternateIncomeProduct,Y,SGB
4122213,AlternateIncomePro,N,LifeInsurance
5318783,DepositProduct,Y,CA
5109596,DepositProduct,Y,CA
4377723,DepositProduct,Y,SB
483311,AlternateIncomeProduct,Y,HealthInsurance
5769737,AdvanceProduct,Y,JewelLoan
4726368,AdvanceProduct,Y,JewelLoan
6359319,AlternateIncomeProduct,Y,HealthInsurance
4846423,AdvanceProduct,Y,EasyRide
6127484,DigitalOtherProduc,N,NetBanking
6165619,AlternateIncomeProduct,Y,SBICreditCard
5147338,AdvanceProduct,Y,OverDraftOLCC
706811,DepositProduct,Y,FixedDeposit
4558394,AlternateIncomeProduct,Y,HealthInsurance
177357,AdvanceProduct,Y,OverDraftOLCC
4120616,DepositProduct,N,FixedDeposit
3925151,RecommendedProduct,N,LifeInsurance
5737784,AdvanceProduct,Y,JewelLoan
5377925,AdvanceProduct,Y,JewelLoan
3172068,AlternateIncomePro,N,LifeInsurance
1339040,AlternateIncomePro,Y,HealthInsurance
6173237,RecommendedProduct,Y,LifeInsurance
1048773,RecommendedProduct,N,SB
896222,AdvanceProduct,N,JewelLoan
740356,AdvanceProduct,Y,OverDraftOLCC
2916408,AdvanceProduct,N,JewelLoan
6026207,RecommendedProduct,Y,LifeInsurance
2286761,DepositProduct,N,FixedDeposit
6269817,AdvanceProduct,Y,JewelLoan
1148516,DigitalOtherProduct,Y,DebitCard
4419763,RecommendedProduct,Y,HealthInsurance
2357571,AdvanceProduct,Y,OverDraftOLCC
2968718,AlternateIncomePro,N,LifeInsurance
3915420,DepositProduct,Y,SB
6278402,DepositProduct,Y,RecurringDeposit
5453222,AlternateIncomePro,N,LifeInsurance
4861130,AdvanceProduct,Y,JewelLoan
5959523,AlternateIncomeProduct,Y,HealthInsurance
5643953,AdvanceProduct,Y,JewelLoan
4917198,AdvanceProduct,N,JewelLoan
3024556,PaymentProduct,Y,Fastag
4262789,DigitalOtherProduct,Y,DebitCard
297015,AlternateIncomePro,N,HealthInsurance
3290307,RecommendedProduct,Y,LifeInsurance
5542508,AdvanceProduct,Y,JewelLoan
5137703,DepositProduct,N,SB
1998516,DigitalOtherProduct,Y,AadhaarUpdated
5372941,undefined,Y,undefined
5924428,undefined,Y,undefined
2223446,RecommendedProduct,Y,LifeInsurance
3717157,AdvanceProduct,N,TermLoan
5933838,RecommendedProduct,Y,SB
1252122,AdvanceProduct,Y,JewelLoan
3023463,DepositProduct,Y,FixedDeposit
839345,AlternateIncomePro,Y,HealthInsurance
6044545,RecommendedProduct,Y,LifeInsurance
5194618,AdvanceProduct,Y,JewelLoan
5206430,AdvanceProduct,Y,JewelLoan
3518451,RecommendedProduct,Y,SB
4436984,DigitalOtherProduc,N,MobileBanking
4292453,RecommendedProduct,Y,SB
5258492,RecommendedProduct,Y,HealthInsurance
5793159,AdvanceProduct,Y,TermLoan
4450908,AdvanceProduct,N,PersonalLoan
5951944,RecommendedProduct,Y,HealthInsurance
1188305,AdvanceProduct,Y,JewelLoan
4780891,DepositProduct,Y,SB
5982263,RecommendedProduct,Y,SB
4246371,AdvanceProduct,Y,JewelLoan
1934440,AlternateIncomeProduct,Y,LifeInsurance
2230019,AlternateIncomePro,N,HealthInsurance
3439549,AlternateIncomePro,Y,HealthInsurance
5529155,AlternateIncomeProduct,Y,HealthInsurance
3906396,RecommendedProduct,Y,LifeInsurance
3508391,DepositProduct,Y,RecurringDeposit
6063836,AdvanceProduct,N,JewelLoan
3093658,AdvanceProduct,N,JewelLoan
131345,DepositProduct,N,FixedDeposit
2497386,RecommendedProduct,Y,LifeInsurance
5575586,AlternateIncomePro,N,LifeInsurance
4949352,RecommendedProduct,Y,MutualFund
2620618,RecommendedProduct,Y,FixedDeposit
3392652,AdvanceProduct,Y,JewelLoan
23620,RecommendedProduct,Y,HealthInsurance
3585115,DepositProduct,N,FixedDeposit
3126993,AdvanceProduct,N,JewelLoan
2578108,AlternateIncomePro,N,HealthInsurance
335829,AdvanceProduct,Y,OverDraftOLCC
5303731,DigitalOtherProduct,Y,NetBanking
190892,RecommendedProduct,N,LifeInsurance
5520888,RecommendedProduct,Y,LifeInsurance
3735469,RecommendedProduct,Y,FixedDeposit
4788329,RecommendedProduct,Y,HealthInsurance
514100,AdvanceProduct,Y,TermLoan
5027646,RecommendedProduct,Y,FixedDeposit
672114,AlternateIncomePro,Y,LifeInsurance
5942548,AdvanceProduct,Y,JewelLoan
1419079,DepositProduct,Y,CA
762721,RecommendedProduct,Y,HealthInsurance
1299766,DepositProduct,N,FixedDeposit
6261719,AdvanceProduct,Y,OverDraftOLCC
5558553,DepositProduct,Y,FixedDeposit
3227642,DepositProduct,N,SB
390794,DepositProduct,Y,CA
5216184,undefined,Y,undefined
2287366,AdvanceProduct,Y,JewelLoan
3894323,DepositProduct,Y,SB
4491748,DepositProduct,N,SB
3550284,DepositProduct,Y,SB
292472,AdvanceProduct,N,OverDraftOLCC
3212242,AdvanceProduct,Y,JewelLoan
2426929,AdvanceProduct,Y,JewelLoan
4169907,AlternateIncomeProduct,Y,LifeInsurance
6190776,AdvanceProduct,Y,JewelLoan
5966281,RecommendedProduct,Y,HealthInsurance
2059349,RecommendedProduct,Y,SB
2380433,DepositProduct,Y,CA
4252494,DepositProduct,Y,FixedDeposit
3681479,AdvanceProduct,Y,JewelLoan
3660731,AdvanceProduct,Y,JewelLoan
3463881,RecommendedProduct,Y,HealthInsurance
2664100,AdvanceProduct,Y,JewelLoan
5699110,DepositProduct,Y,CA
5820998,DepositProduct,Y,SB
4985717,RecommendedProduct,Y,HealthInsurance
652842,AdvanceProduct,Y,SwayamGraha
1167220,RecommendedProduct,Y,SB
2661792,AlternateIncomePro,N,LifeInsurance
313759,AdvanceProduct,Y,OverDraftOLCC
3586514,RecommendedProduct,Y,FixedDeposit
4656487,AdvanceProduct,N,JewelLoan
3880521,AlternateIncomeProduct,Y,HealthInsurance
4663685,RecommendedProduct,Y,HealthInsurance
5910126,AdvanceProduct,Y,JewelLoan
4901546,AdvanceProduct,N,JewelLoan
5960801,RecommendedProduct,Y,HealthInsurance
5468141,DigitalOtherProduct,Y,MobileNoUpdated
5938169,DepositProduct,Y,CA
3726173,AlternateIncomeProduct,Y,SBICreditCard
1948612,RecommendedProduct,Y,LifeInsurance
2649314,DepositProduct,Y,FixedDeposit
2490103,AdvanceProduct,N,JewelLoan
1211570,DepositProduct,Y,FixedDeposit
4904864,AdvanceProduct,Y,JewelLoan
2932976,DepositProduct,Y,FixedDeposit
1494522,AlternateIncomePro,Y,LifeInsurance
3864265,RecommendedProduct,N,LifeInsurance
6159491,DepositProduct,N,SB
3674408,AlternateIncomePro,N,HealthInsurance
4070288,PaymentProduct,N,WhatsappBanking
1802087,DepositProduct,N,FixedDeposit
2285403,AlternateIncomePro,N,LifeInsurance
4878053,AdvanceProduct,Y,JewelLoan
5309308,DepositProduct,Y,SB
4598595,DepositProduct,N,FixedDeposit
5828609,RecommendedProduct,N,LifeInsurance
5323522,RecommendedProduct,Y,LifeInsurance
2187642,DepositProduct,N,FixedDeposit
5943908,PaymentProduct,Y,Fastag
6086725,DigitalOtherProduct,Y,NetBanking
6102239,DepositProduct,N,RecurringDeposit
2043547,AdvanceProduct,Y,JewelLoan
1791062,RecommendedProduct,N,HealthInsurance
3554168,RecommendedProduct,Y,GeneralInsurance
6508006,AlternateIncomePro,N,HealthInsurance
5940687,RecommendedProduct,N,HealthInsurance
1439529,DepositProduct,Y,RecurringDeposit
692432,DepositProduct,Y,SB
5501644,AdvanceProduct,Y,JewelLoan
5424127,DepositProduct,N,SB
3805770,RecommendedProduct,Y,LifeInsurance
5015254,DepositProduct,Y,SB
5782786,AdvanceProduct,N,OverDraftOLCC
6322532,RecommendedProduct,Y,HealthInsurance
293313,DepositProduct,Y,RecurringDeposit
6030315,RecommendedProduct,Y,HealthInsurance
4487749,DigitalOtherProduct,Y,MobileBanking
3057974,DigitalOtherProduct,Y,DebitCard
6150002,AlternateIncomePro,N,LifeInsurance
6194762,AdvanceProduct,Y,JewelLoan
1034525,RecommendedProduct,Y,FixedDeposit
5384773,AlternateIncomeProduct,Y,CUBCreditCard
4933245,DepositProduct,Y,SB
3877741,undefined,Y,undefined
4395747,RecommendedProduct,Y,LifeInsurance
5800719,AdvanceProduct,Y,OverDraftOLCC
2526086,DepositProduct,Y,FixedDeposit
2122285,DepositProduct,Y,SB
4642628,DigitalOtherProduct,Y,NetBanking
2722952,DepositProduct,Y,FixedDeposit
298441,AlternateIncomePro,N,HealthInsurance
3668733,DigitalOtherProduct,Y,MobileBanking
4253255,RecommendedProduct,Y,SB
2348593,AdvanceProduct,Y,JewelLoan
1539677,undefined,Y,undefined
3946913,DepositProduct,N,SB
1297378,DepositProduct,Y,FixedDeposit
4916195,RecommendedProduct,Y,HealthInsurance
2094132,AlternateIncomePro,Y,HealthInsurance
3571201,AdvanceProduct,Y,OverDraftOLCC
5710117,AlternateIncomeProduct,Y,HealthInsurance
2568268,DepositProduct,Y,FixedDeposit
5237919,AdvanceProduct,Y,JewelLoan
3214971,undefined,Y,undefined
4566083,DepositProduct,Y,FixedDeposit
47474,AdvanceProduct,Y,JewelLoan
2415352,AlternateIncomePro,Y,LifeInsurance
5848887,AdvanceProduct,N,OverDraftOLCC
4978889,AlternateIncomePro,Y,LifeInsurance
4733674,AlternateIncomeProduct,Y,HealthInsurance
4781121,DepositProduct,N,FixedDeposit
6114868,RecommendedProduct,N,SB
2221054,RecommendedProduct,Y,SB
5213029,AdvanceProduct,Y,JewelLoan
2889190,AdvanceProduct,Y,JewelLoan
145261,DepositProduct,N,CA
4843824,DepositProduct,Y,SB
5390724,AdvanceProduct,Y,OverDraftOLCC
5405867,AlternateIncomeProduct,Y,LifeInsurance
6020738,AdvanceProduct,Y,JewelLoan
6416547,DepositProduct,Y,FixedDeposit
6068910,RecommendedProduct,Y,SB
6411505,AlternateIncomePro,N,Locker
3943974,AdvanceProduct,N,TermLoan
1564518,AlternateIncomeProduct,Y,SBICreditCard
2668142,DepositProduct,Y,CA
4268984,RecommendedProduct,Y,SB
801325,DigitalOtherProduct,Y,DebitCard
4026754,DepositProduct,Y,FixedDeposit
5795025,RecommendedProduct,N,TermLoan
323603,DepositProduct,Y,FixedDeposit
6017339,RecommendedProduct,Y,LifeInsurance
1498503,RecommendedProduct,Y,HealthInsurance
6275890,DepositProduct,N,CA
2972049,AlternateIncomePro,N,LifeInsurance
5023263,AlternateIncomeProduct,Y,HealthInsurance
5865467,DepositProduct,Y,FixedDeposit
4897766,RecommendedProduct,Y,LifeInsurance
5642735,DepositProduct,N,SB
3113348,RecommendedProduct,N,HealthInsurance
1369912,DepositProduct,N,SB
2070217,AlternateIncomePro,Y,HealthInsurance
125832,RecommendedProduct,N,TermLoan
3189405,AdvanceProduct,N,OverDraftOLCC
3541762,AdvanceProduct,N,JewelLoan
6018236,DepositProduct,Y,SB
4514058,DepositProduct,Y,FixedDeposit
1651234,DepositProduct,Y,RecurringDeposit
3095978,RecommendedProduct,N,LifeInsurance
209729,DepositProduct,N,FixedDeposit
3241235,AdvanceProduct,Y,TermLoan
5384770,DigitalOtherProduc,Y,MobileBanking
4519181,AdvanceProduct,Y,OverDraftOLCC
4900031,AdvanceProduct,Y,JewelLoan
4738082,DepositProduct,Y,CA
2030873,AdvanceProduct,Y,JewelLoan
4029075,DepositProduct,Y,SB
5353924,AdvanceProduct,Y,OverDraftOLCC
1743590,DepositProduct,Y,FixedDeposit
591613,DepositProduct,Y,FixedDeposit
4218571,DigitalOtherProduct,Y,NetBanking
5410751,DepositProduct,N,FixedDeposit
2021597,AdvanceProduct,N,PersonalLoan
4982168,AdvanceProduct,Y,JewelLoan
3188933,DepositProduct,N,FixedDeposit
6043085,RecommendedProduct,Y,LifeInsurance
5042808,AlternateIncomeProduct,Y,HealthInsurance
1854459,undefined,Y,undefined
1023204,AlternateIncomePro,N,LifeInsurance
2673686,RecommendedProduct,N,LifeInsurance
3238429,DepositProduct,Y,FixedDeposit
6086747,AdvanceProduct,Y,JewelLoan
3615020,DepositProduct,N,CA
2204422,DepositProduct,N,FixedDeposit
4775280,AdvanceProduct,Y,JewelLoan
5528132,RecommendedProduct,Y,FixedDeposit
3960046,AdvanceProduct,N,OverDraftOLCC
5151081,AdvanceProduct,N,OverDraftOLCC
1305249,RecommendedProduct,N,GeneralInsurance
2628531,DepositProduct,Y,FixedDeposit
321008,AlternateIncomeProduct,Y,HealthInsurance
3670905,DepositProduct,Y,SB
3120602,RecommendedProduct,Y,HealthInsurance
6030305,AdvanceProduct,Y,JewelLoan
5763437,AdvanceProduct,N,TermLoan
5538054,RecommendedProduct,Y,SB
5876195,AdvanceProduct,Y,OverDraftOLCC
1962513,AlternateIncomePro,N,SBICreditCard
2581397,AdvanceProduct,Y,JewelLoan
1893515,AdvanceProduct,Y,SwayamGraha
4094393,DepositProduct,Y,FixedDeposit
4384067,DepositProduct,Y,CA
4059623,AdvanceProduct,Y,TermLoan
518732,DepositProduct,N,FixedDeposit
289405,DepositProduct,N,FixedDeposit
2514860,RecommendedProduct,Y,LifeInsurance
3198705,DepositProduct,Y,SB
4037337,RecommendedProduct,Y,LifeInsurance
2301995,DepositProduct,N,FixedDeposit
6158289,AlternateIncomePro,N,HealthInsurance
5992506,RecommendedProduct,Y,MutualFund
5343622,RecommendedProduct,Y,LifeInsurance
6054890,AlternateIncomeProduct,Y,LifeInsurance
1358711,AlternateIncomePro,N,SBICreditCard
4730930,AdvanceProduct,N,JewelLoan
3643786,RecommendedProduct,Y,CA
6205533,AdvanceProduct,Y,JewelLoan
4093413,AdvanceProduct,Y,JewelLoan
6289886,AdvanceProduct,Y,JewelLoan
1270875,undefined,Y,undefined
4104228,DepositProduct,Y,SB
1828714,DigitalOtherProduct,Y,NetBanking
4319278,RecommendedProduct,Y,LifeInsurance
6315016,RecommendedProduct,Y,HealthInsurance
5786815,RecommendedProduct,Y,CA
4441426,AdvanceProduct,N,JewelLoan
3498509,AdvanceProduct,Y,TermLoan
5753720,RecommendedProduct,Y,HealthInsurance
1644568,undefined,Y,undefined
5382058,AdvanceProduct,Y,TermLoan
5271190,AdvanceProduct,N,JewelLoan
3162366,AlternateIncomePro,N,LifeInsurance
4325267,AlternateIncomeProduct,Y,SBICreditCard
232138,DigitalOtherProduct,Y,EmailUpdated
4320027,DepositProduct,Y,SB
2082048,DepositProduct,N,FixedDeposit
5588853,AlternateIncomeProduct,Y,HealthInsurance
297985,DepositProduct,Y,FixedDeposit
73647,RecommendedProduct,Y,LifeInsurance
1289638,AdvanceProduct,Y,JewelLoan
3920588,AlternateIncomePro,N,SB
4351915,AdvanceProduct,N,JewelLoan
6219917,DepositProduct,Y,FixedDeposit
5853371,RecommendedProduct,Y,HealthInsurance
5637626,DepositProduct,Y,RecurringDeposit
5130290,AdvanceProduct,Y,PersonalLoan
1354201,AlternateIncomePro,Y,HealthInsurance
4774704,DepositProduct,Y,SB
3581759,AlternateIncomeProduct,Y,SGB
6270177,AlternateIncomePro,N,Locker
3465916,AlternateIncomeProduct,Y,MutualFund
6181901,AdvanceProduct,Y,JewelLoan
6162086,AdvanceProduct,N,JewelLoan
4169513,AlternateIncomeProduct,Y,LifeInsurance
6417137,DepositProduct,Y,SB
4194658,DepositProduct,N,SB
5376389,DepositProduct,Y,CA
517482,DepositProduct,Y,FixedDeposit
211806,DepositProduct,Y,SB
2479311,DepositProduct,N,FixedDeposit
6268899,DepositProduct,Y,CA
214024,RecommendedProduct,Y,LifeInsurance
3971767,RecommendedProduct,Y,LifeInsurance
3178814,DepositProduct,Y,RecurringDeposit
5931455,AdvanceProduct,Y,OverDraftOLCC
6197428,RecommendedProduct,N,LifeInsurance
4386573,DepositProduct,Y,FixedDeposit
5553466,DigitalOtherProduct,Y,MobileBanking
1963505,DepositProduct,Y,FixedDeposit
5381142,AdvanceProduct,Y,JewelLoan
73966,DepositProduct,Y,FixedDeposit
5193436,AlternateIncomePro,Y,CUBCreditCard
822578,DepositProduct,Y,SB
3240802,DepositProduct,Y,FixedDeposit
4093593,PaymentProduct,Y,BharatUPIQR
5780411,AlternateIncomePro,N,HealthInsurance
534205,DepositProduct,Y,FixedDeposit
2582840,DepositProduct,N,FixedDeposit
5313972,AlternateIncomePro,Y,LifeInsurance
3927861,RecommendedProduct,Y,LifeInsurance
2413374,RecommendedProduct,Y,HealthInsurance
1022300,RecommendedProduct,N,HealthInsurance
3191408,AdvanceProduct,N,JewelLoan
3300336,DepositProduct,Y,SB
6275221,AlternateIncomeProduct,Y,LifeInsurance
270516,DepositProduct,Y,FixedDeposit
2001184,RecommendedProduct,Y,SB
6305153,RecommendedProduct,Y,SB
6220472,DepositProduct,Y,RecurringDeposit
6124736,AdvanceProduct,N,JewelLoan
5526987,AdvanceProduct,Y,JewelLoan
3927883,RecommendedProduct,N,HealthInsurance
3898082,AdvanceProduct,Y,JewelLoan
1429196,RecommendedProduct,N,HealthInsurance
4901617,DepositProduct,Y,FixedDeposit
5992499,DepositProduct,N,SB
5360150,DepositProduct,Y,FixedDeposit
4708871,AlternateIncomeProduct,Y,SGB
2900730,DepositProduct,Y,FixedDeposit
5658973,RecommendedProduct,N,LifeInsurance
4280450,DepositProduct,Y,SB
6157546,AdvanceProduct,Y,JewelLoan
2105501,AdvanceProduct,N,OverDraftOLCC
5698655,AdvanceProduct,N,JewelLoan
5093956,AdvanceProduct,Y,SwayamGraha
5531557,AlternateIncomePro,N,SBICreditCard
5758386,RecommendedProduct,Y,HealthInsurance
5587501,AlternateIncomeProduct,Y,HealthInsurance
5459306,AlternateIncomeProduct,Y,HealthInsurance
1246164,RecommendedProduct,Y,LifeInsurance
4973978,DepositProduct,N,FixedDeposit
6206169,DigitalOtherProduct,Y,NetBanking
3487547,RecommendedProduct,Y,LifeInsurance
5849382,PaymentProduct,Y,Fastag
3654334,AdvanceProduct,Y,JewelLoan
5533554,AdvanceProduct,Y,TermLoan
4368133,DepositProduct,Y,FixedDeposit
378820,AdvanceProduct,Y,OverDraftOLCC
152334,AdvanceProduct,Y,TermLoan
3939023,RecommendedProduct,Y,LifeInsurance
4284072,RecommendedProduct,Y,TermLoan
3699101,RecommendedProduct,N,LifeInsurance
3577062,RecommendedProduct,N,HealthInsurance
3843359,AlternateIncomePro,Y,LifeInsurance
1388001,DepositProduct,Y,FixedDeposit
850580,AlternateIncomeProduct,Y,HealthInsurance
3889426,DepositProduct,Y,SB
899973,RecommendedProduct,Y,POS
1007067,AlternateIncomePro,N,GeneralInsurance
2710251,AdvanceProduct,Y,Yohavahana
4124478,RecommendedProduct,Y,HealthInsurance
4981179,DepositProduct,Y,CA
5390710,RecommendedProduct,Y,SB
3630102,undefined,Y,undefined
2650971,AlternateIncomePro,Y,LifeInsurance
398762,DepositProduct,Y,FixedDeposit
1398238,DepositProduct,N,FixedDeposit
2970426,RecommendedProduct,Y,LifeInsurance
4601010,AdvanceProduct,Y,SwayamGraha
6415196,AlternateIncomeProduct,Y,HealthInsurance
1481936,AlternateIncomeProduct,Y,LifeInsurance
4967880,DigitalOtherProduct,Y,MobileBanking
490189,DepositProduct,N,FixedDeposit
5714982,DepositProduct,Y,FixedDeposit
2461898,RecommendedProduct,Y,HealthInsurance
5661606,AlternateIncomePro,N,LifeInsurance
2336226,DepositProduct,Y,FixedDeposit
5611288,AlternateIncomePro,N,LifeInsurance
2818073,AlternateIncomePro,N,HealthInsurance
6520603,AdvanceProduct,Y,JewelLoan
6048218,DepositProduct,Y,SB
1112415,DepositProduct,Y,FixedDeposit
5401925,AdvanceProduct,Y,OverDraftOLCC
4433413,AdvanceProduct,Y,JewelLoan
5433418,RecommendedProduct,Y,FixedDeposit
2051754,RecommendedProduct,Y,LifeInsurance
6145381,AdvanceProduct,Y,JewelLoan
2909321,AlternateIncomePro,Y,HealthInsurance
4233942,RecommendedProduct,Y,LifeInsurance
1257418,RecommendedProduct,N,LifeInsurance
2031708,DepositProduct,Y,CA
3915714,AdvanceProduct,Y,JewelLoan
4344168,RecommendedProduct,Y,HealthInsurance
6477151,AdvanceProduct,Y,JewelLoan
5750158,AdvanceProduct,Y,JewelLoan
1481501,RecommendedProduct,Y,HealthInsurance
6043498,AlternateIncomePro,N,LifeInsurance
6378122,AdvanceProduct,Y,JewelLoan
3224000,AdvanceProduct,Y,JewelLoan
3349515,DepositProduct,Y,FixedDeposit
763049,RecommendedProduct,Y,LifeInsurance
6046280,DigitalOtherProduct,Y,MobileNoUpdated
4134804,DepositProduct,N,FixedDeposit
613968,DepositProduct,Y,FixedDeposit
6208918,AdvanceProduct,Y,JewelLoan
4521487,RecommendedProduct,Y,SB
73585,AlternateIncomePro,N,MutualFund
1012171,DepositProduct,N,SB
4478964,RecommendedProduct,N,FixedDeposit
5264658,RecommendedProduct,Y,HealthInsurance
501644,RecommendedProduct,N,HealthInsurance
2706829,AlternateIncomeProduct,Y,HealthInsurance
924230,AdvanceProduct,Y,OverDraftOLCC
5582083,AdvanceProduct,Y,JewelLoan
4282671,DepositProduct,Y,FixedDeposit
6487659,DepositProduct,Y,SB
2759174,AlternateIncomeProduct,Y,Locker
5785360,RecommendedProduct,Y,SB
5118041,PaymentProduct,Y,BharatUPIQR
1353715,RecommendedProduct,Y,HealthInsurance
3185047,RecommendedProduct,Y,SB
6232928,DigitalOtherProduct,Y,DebitCard
4943678,RecommendedProduct,Y,GeneralInsurance
3356027,DepositProduct,Y,SB
5589979,AdvanceProduct,Y,JewelLoan
3467804,RecommendedProduct,Y,LifeInsurance
888139,DepositProduct,Y,SB
4386201,DepositProduct,Y,SB
4837690,AlternateIncomePro,N,LifeInsurance
5860155,AdvanceProduct,Y,OverDraftOLCC
4986703,AdvanceProduct,N,SwayamGraha
3195634,DepositProduct,Y,FixedDeposit
3747189,AdvanceProduct,Y,TermLoan
1074276,AlternateIncomePro,N,LifeInsurance
5793275,AlternateIncomePro,Y,HealthInsurance
1000428,RecommendedProduct,N,FixedDeposit
4474995,AdvanceProduct,Y,OverDraftOLCC
587177,DepositProduct,Y,FixedDeposit
2526320,AdvanceProduct,Y,JewelLoan
4271590,AdvanceProduct,Y,JewelLoan
5427512,RecommendedProduct,Y,sbicreditcard
4555894,DepositProduct,N,CA
4636250,DepositProduct,N,FixedDeposit
1616809,RecommendedProduct,Y,HealthInsurance
424117,DepositProduct,Y,RecurringDeposit
324651,RecommendedProduct,Y,SB
118173,AdvanceProduct,N,JewelLoan
6161309,AdvanceProduct,Y,JewelLoan
5383558,AlternateIncomePro,N,HealthInsurance
2591203,RecommendedProduct,Y,sbicreditcard
4014183,DepositProduct,N,FixedDeposit
816192,AdvanceProduct,Y,TermLoan
3706188,AdvanceProduct,N,JewelLoan
1695537,DepositProduct,Y,FixedDeposit
4860568,AdvanceProduct,Y,JewelLoan
5367198,DepositProduct,N,SB
6097074,DepositProduct,Y,SB
5345570,AlternateIncomeProduct,Y,HealthInsurance
4200189,AdvanceProduct,N,TermLoan
5151061,DigitalOtherProduct,Y,EmailUpdated
6241353,AlternateIncomeProduct,Y,HealthInsurance
1440523,DepositProduct,N,FixedDeposit
5657857,AlternateIncomeProduct,Y,LifeInsurance
2427665,AlternateIncomePro,N,LifeInsurance
3194591,AdvanceProduct,N,TermLoan
5648193,AdvanceProduct,Y,JewelLoan
5049974,AlternateIncomePro,N,HealthInsurance
6250744,AlternateIncomePro,N,HealthInsurance
3227685,AlternateIncomePro,N,LifeInsurance
6091090,AdvanceProduct,Y,SwayamGraha
1879042,DepositProduct,Y,CA
2507867,DepositProduct,Y,CA
5848108,DigitalOtherProduct,Y,NetBanking
1191429,RecommendedProduct,Y,HealthInsurance
3160927,AlternateIncomeProduct,Y,LifeInsurance
6236815,AlternateIncomePro,N,LifeInsurance
6531773,DepositProduct,Y,SB
5544518,AlternateIncomeProduct,Y,HealthInsurance
4272064,RecommendedProduct,Y,SB
4858757,DepositProduct,Y,CA
1730518,AdvanceProduct,Y,OverDraftOLCC
3926227,AdvanceProduct,Y,TermLoan
1640252,AlternateIncomePro,N,GeneralInsurance
3326684,AlternateIncomeProduct,Y,HealthInsurance
1395340,RecommendedProduct,Y,LifeInsurance
5782402,DepositProduct,Y,FixedDeposit
2100151,undefined,Y,undefined
5629379,RecommendedProduct,Y,LifeInsurance
6355443,DepositProduct,Y,FixedDeposit
5794852,AdvanceProduct,Y,JewelLoan
6401752,AdvanceProduct,Y,JewelLoan
6223401,AlternateIncomeProduct,Y,HealthInsurance
2050925,DepositProduct,Y,SB
120458,AdvanceProduct,N,JewelLoan
1324410,AdvanceProduct,Y,OverDraftOLCC
6139334,AdvanceProduct,Y,JewelLoan
5333433,RecommendedProduct,Y,LifeInsurance
1821682,DepositProduct,Y,FixedDeposit
1207082,RecommendedProduct,Y,FixedDeposit
2299967,DepositProduct,Y,FixedDeposit
1294111,AlternateIncomeProduct,Y,LifeInsurance
3359739,RecommendedProduct,Y,TermLoan
3041925,DepositProduct,Y,SB
5738706,RecommendedProduct,Y,LifeInsurance
4617282,AdvanceProduct,Y,JewelLoan
6186367,DepositProduct,Y,CA
3248305,DepositProduct,Y,SB
3543715,AlternateIncomePro,N,HealthInsurance
6102409,RecommendedProduct,Y,SB
1463227,undefined,Y,undefined
6299634,AlternateIncomeProduct,Y,HealthInsurance
6171147,AdvanceProduct,Y,JewelLoan
3837232,RecommendedProduct,Y,SB
1005212,DepositProduct,N,FixedDeposit
6604233,AlternateIncomePro,N,HealthInsurance
5005299,PaymentProduct,Y,POS
6074067,AdvanceProduct,Y,TermLoan
6267637,AdvanceProduct,Y,JewelLoan
3957020,DepositProduct,N,FixedDeposit
1969221,AdvanceProduct,Y,DharaniSpecial
5666768,AdvanceProduct,N,JewelLoan
4626112,AdvanceProduct,N,TermLoan
5821522,DepositProduct,Y,SB
152005,DepositProduct,N,FixedDeposit
2427300,DigitalOtherProduct,Y,NetBanking
1289180,AdvanceProduct,Y,TermLoan
4551731,AdvanceProduct,N,TermLoan
2023170,AlternateIncomePro,Y,GeneralInsurance
122320,DigitalOtherProduct,Y,NetBanking
3025407,AdvanceProduct,Y,JewelLoan
3280683,DepositProduct,Y,SB
4397544,DepositProduct,Y,RecurringDeposit
4819988,AdvanceProduct,Y,JewelLoan
120786,RecommendedProduct,N,HealthInsurance
2012006,DepositProduct,N,FixedDeposit
3739840,AlternateIncomePro,Y,GeneralInsurance
5663550,DepositProduct,Y,SB
6310820,AdvanceProduct,Y,JewelLoan
5651605,DepositProduct,N,SB
4781391,DepositProduct,Y,SB
605396,AlternateIncomeProduct,Y,HealthInsurance
1297251,DepositProduct,N,FixedDeposit
198854,AlternateIncomeProduct,Y,LifeInsurance
5909792,AdvanceProduct,Y,JewelLoan
4451910,DepositProduct,Y,FixedDeposit
5748335,RecommendedProduct,Y,SB
6191581,RecommendedProduct,Y,LifeInsurance
6200171,AdvanceProduct,Y,JewelLoan
1457482,DigitalOtherProduct,Y,NetBanking
2993467,AdvanceProduct,Y,DharaniSpecial
2031359,DepositProduct,Y,SB
2539273,AlternateIncomePro,N,DEMAT
